,object,relation,subject
51067,"humid, low of 60F, high of 70F",sunday,fresno
51069,"hot, low of 80F, high of 90F",tuesday,mountain view
51071,"blizzard, low of 20F, high of 40F",thursday,mountain view
51074,"overcast, low of 70F, high of 90F",sunday,mountain view
51075,"warm, low of 50F, high of 70F",monday,downtown chicago
51076,"clear skies, low of 60F, high of 80F",tuesday,downtown chicago
51078,"cloudy, low of 30F, high of 50F",thursday,downtown chicago
51081,"humid, low of 50F, high of 70F",sunday,downtown chicago
51084,"humid, low of 60F, high of 80F",wednesday,inglewood
51085,"frost, low of 40F, high of 50F",thursday,inglewood
51087,"frost, low of 20F, high of 30F",saturday,inglewood
51089,"drizzle, low of 30F, high of 40F",monday,redwood city
51092,"rain, low of 60F, high of 70F",thursday,redwood city
51093,"overcast, low of 50F, high of 70F",friday,redwood city
51095,"snow, low of 80F, high of 100F",sunday,redwood city
51097,"foggy, low of 50F, high of 70F",tuesday,seattle
51098,"overcast, low of 70F, high of 90F",wednesday,seattle
51101,"blizzard, low of 20F, high of 30F",saturday,seattle
51149,"foggy, low of 80F, high of 90F",friday,san jose
51151,"foggy, low of 80F, high of 100F",sunday,san jose
51152,"warm, low of 70F, high of 90F",monday,menlo park
51153,"cloudy, low of 50F, high of 70F",tuesday,menlo park
51154,"rain, low of 80F, high of 100F",wednesday,menlo park
51158,"windy, low of 40F, high of 50F",sunday,menlo park
51162,"rain, low of 20F, high of 30F",thursday,inglewood
51163,"humid, low of 70F, high of 80F",friday,inglewood
51164,"windy, low of 60F, high of 80F",saturday,inglewood
51165,"clear skies, low of 40F, high of 60F",sunday,inglewood
51170,"dry, low of 50F, high of 70F",friday,new york
51171,"raining, low of 30F, high of 50F",saturday,new york
51172,"cloudy, low of 60F, high of 70F",sunday,new york
51173,"windy, low of 50F, high of 70F",monday,cleveland
51175,"windy, low of 80F, high of 90F",wednesday,cleveland
51177,"clear skies, low of 30F, high of 50F",friday,cleveland
51178,"rain, low of 40F, high of 50F",saturday,cleveland
51179,"snow, low of 20F, high of 30F",sunday,cleveland
51181,"dry, low of 40F, high of 60F",tuesday,durham
51183,"snow, low of 70F, high of 90F",thursday,durham
51184,"hot, low of 70F, high of 80F",friday,durham
51186,"foggy, low of 30F, high of 40F",sunday,durham
51187,"humid, low of 60F, high of 70F",monday,downtown chicago
51191,"drizzle, low of 50F, high of 70F",friday,downtown chicago
51192,"frost, low of 30F, high of 50F",saturday,downtown chicago
51194,"frost, low of 50F, high of 60F",monday,carson
51195,"rain, low of 20F, high of 30F",tuesday,carson
51196,"snow, low of 80F, high of 100F",wednesday,carson
51197,"cloudy, low of 60F, high of 80F",thursday,carson
51198,"hot, low of 70F, high of 80F",friday,carson
51199,"snow, low of 20F, high of 30F",saturday,carson
51200,"cloudy, low of 50F, high of 70F",sunday,carson
51201,"dry, low of 20F, high of 30F",monday,new york
51203,"drizzle, low of 40F, high of 50F",wednesday,new york
51204,"overcast, low of 60F, high of 70F",thursday,new york
51208,"foggy, low of 70F, high of 90F",monday,brentwood
51211,"windy, low of 60F, high of 80F",thursday,brentwood
51213,"raining, low of 60F, high of 80F",saturday,brentwood
51214,"raining, low of 90F, high of 100F",sunday,brentwood
51215,"foggy, low of 20F, high of 40F",monday,san mateo
51216,"stormy, low of 60F, high of 70F",tuesday,san mateo
51219,"cloudy, low of 40F, high of 50F",friday,san mateo
51220,"dry, low of 70F, high of 80F",saturday,san mateo
51222,"rain, low of 80F, high of 90F",monday,oakland
51224,"foggy, low of 20F, high of 40F",wednesday,oakland
51226,"warm, low of 70F, high of 80F",friday,oakland
51227,"cloudy, low of 70F, high of 80F",saturday,oakland
51228,"snow, low of 30F, high of 40F",sunday,oakland
51229,"windy, low of 70F, high of 80F",monday,cleveland
51232,"clear skies, low of 60F, high of 80F",thursday,cleveland
51238,"clear skies, low of 90F, high of 100F",wednesday,grand rapids
51240,"windy, low of 30F, high of 40F",friday,grand rapids
51241,"rain, low of 90F, high of 100F",saturday,grand rapids
51242,"stormy, low of 60F, high of 80F",sunday,grand rapids
51266,"dew, low of 70F, high of 90F",wednesday,los angeles
51267,"overcast, low of 60F, high of 80F",thursday,los angeles
51269,"blizzard, low of 50F, high of 60F",saturday,los angeles
51270,"dry, low of 30F, high of 40F",sunday,los angeles
51272,"misty, low of 30F, high of 40F",tuesday,durham
51273,"raining, low of 60F, high of 80F",wednesday,durham
51279,"humid, low of 50F, high of 70F",tuesday,san mateo
51280,"overcast, low of 90F, high of 100F",wednesday,san mateo
51281,"rain, low of 60F, high of 70F",thursday,san mateo
51285,"dry, low of 70F, high of 80F",monday,danville
51286,"windy, low of 80F, high of 100F",tuesday,danville
51288,"cloudy, low of 50F, high of 70F",thursday,danville
51290,"stormy, low of 20F, high of 40F",saturday,danville
51291,"cloudy, low of 20F, high of 30F",sunday,danville
51292,"stormy, low of 70F, high of 90F",monday,brentwood
51293,"foggy, low of 70F, high of 80F",tuesday,brentwood
51294,"overcast, low of 40F, high of 60F",wednesday,brentwood
51295,"dry, low of 30F, high of 40F",thursday,brentwood
51296,"snow, low of 60F, high of 70F",friday,brentwood
51297,"windy, low of 20F, high of 30F",saturday,brentwood
51302,"overcast, low of 50F, high of 70F",thursday,manhattan
51303,"clear skies, low of 50F, high of 70F",friday,manhattan
51304,"foggy, low of 80F, high of 100F",saturday,manhattan
51307,"hot, low of 80F, high of 90F",tuesday,corona
51309,"warm, low of 70F, high of 90F",thursday,corona
51311,"raining, low of 60F, high of 80F",saturday,corona
51312,"misty, low of 70F, high of 80F",sunday,corona
51365,"clear skies, low of 50F, high of 60F",tuesday,compton
51367,"drizzle, low of 40F, high of 60F",thursday,compton
51370,"drizzle, low of 30F, high of 50F",sunday,compton
51371,"clear skies, low of 30F, high of 50F",monday,mountain view
51378,"snow, low of 70F, high of 80F",monday,oakland
51379,"warm, low of 60F, high of 80F",tuesday,oakland
51380,"humid, low of 60F, high of 80F",wednesday,oakland
51394,"raining, low of 40F, high of 50F",wednesday,downtown chicago
51395,"blizzard, low of 20F, high of 30F",thursday,downtown chicago
51396,"raining, low of 20F, high of 30F",friday,downtown chicago
51398,"dry, low of 90F, high of 100F",sunday,downtown chicago
51399,"foggy, low of 40F, high of 50F",monday,seattle
51402,"windy, low of 80F, high of 100F",thursday,seattle
51403,"clear skies, low of 20F, high of 30F",friday,seattle
51405,"humid, low of 60F, high of 70F",sunday,seattle
51407,"foggy, low of 80F, high of 90F",tuesday,exeter
51408,"drizzle, low of 80F, high of 90F",wednesday,exeter
51410,"drizzle, low of 60F, high of 80F",friday,exeter
51411,"cloudy, low of 20F, high of 30F",saturday,exeter
51412,"raining, low of 30F, high of 50F",sunday,exeter
51438,"raining, low of 30F, high of 50F",tuesday,grand rapids
51442,"raining, low of 50F, high of 70F",saturday,grand rapids
51443,"snow, low of 40F, high of 50F",sunday,grand rapids
51445,"humid, low of 70F, high of 90F",tuesday,exeter
51447,"dry, low of 70F, high of 90F",thursday,exeter
51451,"overcast, low of 80F, high of 100F",monday,boston
51453,"frost, low of 30F, high of 40F",wednesday,boston
51460,"cloudy, low of 50F, high of 60F",wednesday,downtown chicago
51462,"windy, low of 40F, high of 50F",friday,downtown chicago
51463,"overcast, low of 60F, high of 70F",saturday,downtown chicago
51464,"cloudy, low of 40F, high of 50F",sunday,downtown chicago
51466,"snow, low of 50F, high of 60F",tuesday,san mateo
51467,"hot, low of 50F, high of 70F",wednesday,san mateo
51468,"snow, low of 40F, high of 50F",thursday,san mateo
51472,"windy, low of 80F, high of 100F",monday,cleveland
51474,"snow, low of 30F, high of 40F",wednesday,cleveland
51476,"blizzard, low of 50F, high of 60F",friday,cleveland
51477,"frost, low of 30F, high of 40F",saturday,cleveland
51480,"warm, low of 80F, high of 90F",tuesday,manhattan
51481,"rain, low of 40F, high of 50F",wednesday,manhattan
51482,"hot, low of 80F, high of 100F",thursday,manhattan
51483,"cloudy, low of 20F, high of 40F",friday,manhattan
51485,"warm, low of 90F, high of 100F",sunday,manhattan
51486,"stormy, low of 40F, high of 60F",monday,atherton
51487,"snow, low of 40F, high of 50F",tuesday,atherton
51488,"windy, low of 90F, high of 100F",wednesday,atherton
51490,"raining, low of 70F, high of 90F",friday,atherton
51491,"raining, low of 30F, high of 40F",saturday,atherton
51495,"frost, low of 50F, high of 60F",wednesday,seattle
51498,"dry, low of 20F, high of 40F",saturday,seattle
51499,"dew, low of 30F, high of 40F",sunday,seattle
51504,"overcast, low of 80F, high of 100F",friday,grand rapids
51508,"drizzle, low of 40F, high of 60F",tuesday,brentwood
51510,"dry, low of 20F, high of 30F",thursday,brentwood
51511,"snow, low of 50F, high of 60F",friday,brentwood
51512,"misty, low of 30F, high of 50F",saturday,brentwood
51515,"raining, low of 20F, high of 40F",tuesday,menlo park
51516,"dry, low of 50F, high of 70F",wednesday,menlo park
51519,"clear skies, low of 40F, high of 50F",saturday,menlo park
51520,"warm, low of 70F, high of 80F",sunday,menlo park
51521,"rain, low of 50F, high of 60F",monday,camarillo
51523,"raining, low of 80F, high of 100F",wednesday,camarillo
51525,"overcast, low of 30F, high of 40F",friday,camarillo
51526,"drizzle, low of 60F, high of 70F",saturday,camarillo
51527,"snow, low of 80F, high of 100F",sunday,camarillo
51529,"overcast, low of 60F, high of 80F",tuesday,los angeles
51530,"overcast, low of 20F, high of 40F",wednesday,los angeles
51534,"raining, low of 90F, high of 100F",sunday,los angeles
51609,the 15th,date,dentist appointment
51661,"raining, low of 90F, high of 100F",wednesday,san mateo
51664,"warm, low of 30F, high of 40F",saturday,san mateo
51670,"windy, low of 70F, high of 90F",friday,boston
51676,"warm, low of 80F, high of 90F",thursday,inglewood
51677,"foggy, low of 80F, high of 100F",friday,inglewood
51678,"snow, low of 30F, high of 40F",saturday,inglewood
51680,"overcast, low of 70F, high of 90F",monday,seattle
51683,"cloudy, low of 80F, high of 90F",thursday,seattle
51686,"raining, low of 30F, high of 40F",sunday,seattle
51687,"foggy, low of 70F, high of 80F",monday,downtown chicago
51688,"rain, low of 80F, high of 100F",tuesday,downtown chicago
51689,"snow, low of 80F, high of 100F",wednesday,downtown chicago
51693,"hot, low of 90F, high of 100F",sunday,downtown chicago
51694,"windy, low of 60F, high of 80F",monday,durham
51700,"overcast, low of 30F, high of 40F",sunday,durham
51703,"windy, low of 60F, high of 70F",wednesday,grand rapids
51707,"warm, low of 40F, high of 60F",sunday,grand rapids
51778,"overcast, low of 60F, high of 80F",monday,mountain view
51781,"cloudy, low of 40F, high of 60F",thursday,mountain view
51785,"cloudy, low of 70F, high of 80F",monday,atherton
51786,"stormy, low of 60F, high of 70F",tuesday,atherton
51787,"misty, low of 60F, high of 80F",wednesday,atherton
51789,"foggy, low of 70F, high of 80F",friday,atherton
51791,"snow, low of 40F, high of 50F",sunday,atherton
51792,"clear skies, low of 40F, high of 60F",monday,grand rapids
51793,"snow, low of 80F, high of 100F",tuesday,grand rapids
51794,"stormy, low of 20F, high of 30F",wednesday,grand rapids
51795,"dry, low of 80F, high of 100F",thursday,grand rapids
51796,"rain, low of 20F, high of 30F",friday,grand rapids
51797,"misty, low of 60F, high of 80F",saturday,grand rapids
51799,"clear skies, low of 90F, high of 100F",monday,inglewood
51801,"dry, low of 90F, high of 100F",wednesday,inglewood
51806,"foggy, low of 60F, high of 70F",monday,san mateo
51807,"foggy, low of 70F, high of 90F",tuesday,san mateo
51809,"hail, low of 30F, high of 50F",thursday,san mateo
51812,"hail, low of 80F, high of 90F",sunday,san mateo
51813,"windy, low of 90F, high of 100F",monday,cleveland
51816,"dew, low of 30F, high of 50F",thursday,cleveland
51819,"hot, low of 80F, high of 100F",sunday,cleveland
51820,"dry, low of 20F, high of 40F",monday,los angeles
51824,"snow, low of 20F, high of 30F",friday,los angeles
51825,"clear skies, low of 40F, high of 60F",saturday,los angeles
51849,"windy, low of 30F, high of 40F",tuesday,redwood city
51851,"drizzle, low of 70F, high of 80F",thursday,redwood city
51854,"raining, low of 30F, high of 40F",sunday,redwood city
51855,"hail, low of 80F, high of 100F",monday,new york
51856,"stormy, low of 80F, high of 90F",tuesday,new york
51858,"overcast, low of 70F, high of 80F",thursday,new york
51861,"dry, low of 80F, high of 100F",sunday,new york
51863,"cloudy, low of 20F, high of 40F",tuesday,downtown chicago
51865,"cloudy, low of 60F, high of 70F",thursday,downtown chicago
51867,"hail, low of 80F, high of 90F",saturday,downtown chicago
51868,"drizzle, low of 30F, high of 40F",sunday,downtown chicago
51869,"frost, low of 30F, high of 50F",monday,atherton
51870,"warm, low of 70F, high of 80F",tuesday,atherton
51871,"drizzle, low of 90F, high of 100F",wednesday,atherton
51872,"overcast, low of 30F, high of 40F",thursday,atherton
51873,"overcast, low of 90F, high of 100F",friday,atherton
51875,"foggy, low of 60F, high of 70F",sunday,atherton
51876,"cloudy, low of 40F, high of 50F",monday,danville
51877,"dry, low of 60F, high of 70F",tuesday,danville
51878,"hail, low of 60F, high of 80F",wednesday,danville
51879,"raining, low of 50F, high of 60F",thursday,danville
51881,"raining, low of 80F, high of 90F",saturday,danville
51885,"foggy, low of 50F, high of 60F",wednesday,seattle
51886,"rain, low of 20F, high of 30F",thursday,seattle
51889,"hot, low of 60F, high of 80F",sunday,seattle
51890,"cloudy, low of 70F, high of 80F",monday,boston
51892,"blizzard, low of 30F, high of 50F",wednesday,boston
51894,"drizzle, low of 40F, high of 50F",friday,boston
51896,"foggy, low of 40F, high of 50F",sunday,boston
51897,"rain, low of 30F, high of 50F",monday,exeter
51898,"snow, low of 40F, high of 50F",tuesday,exeter
51899,"foggy, low of 80F, high of 100F",wednesday,exeter
51901,"overcast, low of 30F, high of 40F",friday,exeter
51902,"hail, low of 40F, high of 50F",saturday,exeter
51903,"cloudy, low of 40F, high of 50F",sunday,exeter
51904,"clear skies, low of 20F, high of 40F",monday,seattle
51905,"foggy, low of 70F, high of 90F",tuesday,seattle
51909,"foggy, low of 60F, high of 70F",saturday,seattle
51911,"dry, low of 70F, high of 90F",monday,los angeles
51918,"dew, low of 70F, high of 80F",monday,downtown chicago
51920,"snow, low of 50F, high of 70F",wednesday,downtown chicago
51922,"snow, low of 40F, high of 60F",friday,downtown chicago
51925,"hail, low of 70F, high of 90F",monday,grand rapids
51928,"stormy, low of 50F, high of 70F",thursday,grand rapids
51929,"clear skies, low of 70F, high of 90F",friday,grand rapids
51930,"humid, low of 80F, high of 90F",saturday,grand rapids
51935,"cloudy, low of 80F, high of 90F",thursday,oakland
51938,"blizzard, low of 50F, high of 60F",sunday,oakland
51939,"snow, low of 50F, high of 70F",monday,carson
51941,"clear skies, low of 90F, high of 100F",wednesday,carson
51945,"misty, low of 20F, high of 40F",sunday,carson
51947,"windy, low of 60F, high of 80F",tuesday,san francisco
51949,"rain, low of 40F, high of 50F",thursday,san francisco
51950,"clear skies, low of 40F, high of 50F",friday,san francisco
51951,"raining, low of 50F, high of 60F",saturday,san francisco
51952,"dry, low of 80F, high of 90F",sunday,san francisco
51953,"humid, low of 70F, high of 90F",monday,durham
51956,"snow, low of 50F, high of 70F",thursday,durham
51960,"dry, low of 50F, high of 70F",monday,new york
51964,"rain, low of 20F, high of 40F",friday,new york
51965,"drizzle, low of 30F, high of 50F",saturday,new york
51966,"clear skies, low of 30F, high of 50F",sunday,new york
51970,"humid, low of 80F, high of 90F",thursday,cleveland
51971,"overcast, low of 20F, high of 40F",friday,cleveland
51974,"clear skies, low of 80F, high of 90F",monday,downtown chicago
51976,"humid, low of 70F, high of 90F",wednesday,downtown chicago
51980,"drizzle, low of 80F, high of 100F",sunday,downtown chicago
51981,"dry, low of 90F, high of 100F",monday,compton
51982,"raining, low of 80F, high of 100F",tuesday,compton
51985,"snow, low of 80F, high of 90F",friday,compton
51988,"dry, low of 50F, high of 60F",monday,mountain view
51995,"rain, low of 80F, high of 100F",monday,camarillo
51996,"dew, low of 80F, high of 90F",tuesday,camarillo
51997,"cloudy, low of 20F, high of 40F",wednesday,camarillo
51998,"dry, low of 50F, high of 60F",thursday,camarillo
51999,"misty, low of 80F, high of 90F",friday,camarillo
52000,"dry, low of 90F, high of 100F",saturday,camarillo
52001,"cloudy, low of 80F, high of 90F",sunday,camarillo
52002,"dew, low of 40F, high of 60F",monday,oakland
52003,"cloudy, low of 60F, high of 70F",tuesday,oakland
52005,"foggy, low of 30F, high of 50F",thursday,oakland
52006,"hot, low of 70F, high of 80F",friday,oakland
52007,"overcast, low of 70F, high of 90F",saturday,oakland
52009,"dew, low of 30F, high of 40F",monday,durham
52010,"stormy, low of 20F, high of 40F",tuesday,durham
52011,"dew, low of 40F, high of 60F",wednesday,durham
52012,"windy, low of 20F, high of 30F",thursday,durham
52013,"windy, low of 50F, high of 60F",friday,durham
52015,"raining, low of 30F, high of 40F",sunday,durham
52016,"misty, low of 50F, high of 70F",monday,alhambra
52017,"rain, low of 60F, high of 70F",tuesday,alhambra
52018,"frost, low of 30F, high of 50F",wednesday,alhambra
52021,"dry, low of 50F, high of 70F",saturday,alhambra
52027,"humid, low of 70F, high of 80F",friday,downtown chicago
52028,"hot, low of 50F, high of 70F",saturday,downtown chicago
52030,"foggy, low of 30F, high of 50F",monday,inglewood
52031,"misty, low of 70F, high of 90F",tuesday,inglewood
52033,"warm, low of 90F, high of 100F",thursday,inglewood
52036,"blizzard, low of 40F, high of 50F",sunday,inglewood
52041,"stormy, low of 20F, high of 30F",friday,fresno
52043,"raining, low of 20F, high of 30F",sunday,fresno
52182,"dry, low of 30F, high of 40F",sunday,boston
52183,"dew, low of 80F, high of 100F",monday,grand rapids
52187,"foggy, low of 20F, high of 30F",friday,grand rapids
52188,"foggy, low of 20F, high of 30F",saturday,grand rapids
52189,"overcast, low of 70F, high of 80F",sunday,grand rapids
52191,"hail, low of 80F, high of 90F",tuesday,san mateo
52192,"snow, low of 20F, high of 40F",wednesday,san mateo
52194,"drizzle, low of 70F, high of 80F",friday,san mateo
52195,"snow, low of 60F, high of 80F",saturday,san mateo
52196,"hot, low of 60F, high of 80F",sunday,san mateo
52197,"frost, low of 30F, high of 40F",monday,compton
52201,"snow, low of 50F, high of 60F",friday,compton
52206,"hail, low of 70F, high of 90F",wednesday,alameda
52208,"clear skies, low of 30F, high of 50F",friday,alameda
52212,"drizzle, low of 50F, high of 60F",tuesday,manhattan
52216,"foggy, low of 90F, high of 100F",saturday,manhattan
52219,"stormy, low of 70F, high of 80F",tuesday,atherton
52220,"snow, low of 30F, high of 40F",wednesday,atherton
52221,"stormy, low of 20F, high of 30F",thursday,atherton
52222,"cloudy, low of 70F, high of 90F",friday,atherton
52223,"raining, low of 30F, high of 50F",saturday,atherton
52224,"clear skies, low of 80F, high of 100F",sunday,atherton
52249,"raining, low of 60F, high of 80F",monday,fresno
52255,"clear skies, low of 90F, high of 100F",sunday,fresno
52259,"raining, low of 80F, high of 100F",thursday,inglewood
52264,"snow, low of 60F, high of 80F",tuesday,mountain view
52265,"windy, low of 80F, high of 90F",wednesday,mountain view
52268,"cloudy, low of 70F, high of 90F",saturday,mountain view
52274,"snow, low of 80F, high of 90F",friday,boston
52275,"hot, low of 40F, high of 60F",saturday,boston
52277,"raining, low of 80F, high of 90F",monday,downtown chicago
52279,"foggy, low of 30F, high of 40F",wednesday,downtown chicago
52280,"hot, low of 60F, high of 70F",thursday,downtown chicago
52281,"raining, low of 40F, high of 60F",friday,downtown chicago
52282,"rain, low of 30F, high of 40F",saturday,downtown chicago
52285,"foggy, low of 60F, high of 80F",tuesday,manhattan
52288,"foggy, low of 90F, high of 100F",friday,manhattan
52290,"hot, low of 40F, high of 60F",sunday,manhattan
52292,"foggy, low of 60F, high of 70F",tuesday,cleveland
52293,"overcast, low of 30F, high of 40F",wednesday,cleveland
52295,"foggy, low of 90F, high of 100F",friday,cleveland
52296,"warm, low of 30F, high of 40F",saturday,cleveland
52332,the 15th,date,football activity
52371,"drizzle, low of 70F, high of 90F",thursday,durham
52372,"hail, low of 40F, high of 60F",friday,durham
52374,"hail, low of 70F, high of 80F",sunday,durham
52377,"warm, low of 50F, high of 70F",wednesday,brentwood
52378,"hail, low of 50F, high of 60F",thursday,brentwood
52382,"humid, low of 90F, high of 100F",monday,menlo park
52383,"humid, low of 60F, high of 70F",tuesday,menlo park
52389,"blizzard, low of 30F, high of 40F",monday,alhambra
52390,"drizzle, low of 40F, high of 60F",tuesday,alhambra
52392,"rain, low of 30F, high of 40F",thursday,alhambra
52393,"snow, low of 30F, high of 50F",friday,alhambra
52398,"clear skies, low of 70F, high of 80F",wednesday,fresno
52400,"hail, low of 60F, high of 70F",friday,fresno
52404,"dry, low of 60F, high of 70F",tuesday,los angeles
52405,"dry, low of 60F, high of 80F",wednesday,los angeles
52407,"raining, low of 90F, high of 100F",friday,los angeles
52408,"stormy, low of 90F, high of 100F",saturday,los angeles
52409,"raining, low of 20F, high of 40F",sunday,los angeles
52411,"drizzle, low of 70F, high of 90F",tuesday,san mateo
52414,"hot, low of 50F, high of 70F",friday,san mateo
52415,"frost, low of 40F, high of 50F",saturday,san mateo
52416,"hail, low of 40F, high of 50F",sunday,san mateo
52481,"warm, low of 50F, high of 70F",monday,oakland
52482,"rain, low of 90F, high of 100F",tuesday,oakland
52484,"foggy, low of 30F, high of 40F",thursday,oakland
52485,"snow, low of 40F, high of 50F",friday,oakland
52486,"cloudy, low of 60F, high of 70F",saturday,oakland
52487,"clear skies, low of 50F, high of 70F",sunday,oakland
52490,"windy, low of 20F, high of 30F",wednesday,brentwood
52492,"windy, low of 20F, high of 40F",friday,brentwood
52493,"blizzard, low of 40F, high of 50F",saturday,brentwood
52496,"frost, low of 30F, high of 40F",tuesday,camarillo
52497,"overcast, low of 60F, high of 80F",wednesday,camarillo
52498,"frost, low of 50F, high of 60F",thursday,camarillo
52500,"rain, low of 30F, high of 50F",saturday,camarillo
52501,"foggy, low of 30F, high of 40F",sunday,camarillo
52502,"misty, low of 30F, high of 40F",monday,boston
52506,"clear skies, low of 20F, high of 40F",friday,boston
52509,"stormy, low of 80F, high of 90F",monday,corona
52510,"foggy, low of 40F, high of 50F",tuesday,corona
52511,"stormy, low of 70F, high of 90F",wednesday,corona
52512,"windy, low of 30F, high of 40F",thursday,corona
52513,"dew, low of 20F, high of 30F",friday,corona
52514,"rain, low of 70F, high of 90F",saturday,corona
52515,"cloudy, low of 40F, high of 60F",sunday,corona
52516,"raining, low of 50F, high of 60F",monday,carson
52517,"misty, low of 80F, high of 100F",tuesday,carson
52518,"dew, low of 60F, high of 80F",wednesday,carson
52519,"stormy, low of 60F, high of 80F",thursday,carson
52520,"overcast, low of 90F, high of 100F",friday,carson
52521,"drizzle, low of 30F, high of 50F",saturday,carson
52523,"dew, low of 90F, high of 100F",monday,exeter
52525,"windy, low of 80F, high of 100F",wednesday,exeter
52527,"windy, low of 30F, high of 50F",friday,exeter
52551,"dry, low of 50F, high of 60F",monday,san mateo
52552,"drizzle, low of 20F, high of 30F",tuesday,san mateo
52554,"hail, low of 60F, high of 80F",thursday,san mateo
52558,"stormy, low of 20F, high of 40F",monday,new york
52560,"hot, low of 90F, high of 100F",wednesday,new york
52564,"stormy, low of 20F, high of 40F",sunday,new york
52565,"blizzard, low of 20F, high of 30F",monday,danville
52566,"dry, low of 90F, high of 100F",tuesday,danville
52569,"dew, low of 50F, high of 70F",friday,danville
52570,"misty, low of 20F, high of 40F",saturday,danville
52573,"humid, low of 80F, high of 90F",tuesday,atherton
52575,"frost, low of 40F, high of 50F",thursday,atherton
52576,"warm, low of 60F, high of 70F",friday,atherton
52577,"drizzle, low of 40F, high of 50F",saturday,atherton
52578,"windy, low of 40F, high of 60F",sunday,atherton
52580,"humid, low of 80F, high of 100F",tuesday,brentwood
52581,"foggy, low of 60F, high of 80F",wednesday,brentwood
52582,"warm, low of 70F, high of 80F",thursday,brentwood
52583,"warm, low of 70F, high of 90F",friday,brentwood
52584,"drizzle, low of 20F, high of 40F",saturday,brentwood
52586,"cloudy, low of 50F, high of 70F",monday,seattle
52588,"foggy, low of 30F, high of 40F",wednesday,seattle
52589,"drizzle, low of 50F, high of 70F",thursday,seattle
52593,"misty, low of 30F, high of 50F",monday,san francisco
52596,"hail, low of 30F, high of 50F",thursday,san francisco
52597,"misty, low of 50F, high of 60F",friday,san francisco
52599,"misty, low of 90F, high of 100F",sunday,san francisco
52600,"snow, low of 60F, high of 80F",monday,boston
52608,"snow, low of 90F, high of 100F",tuesday,cleveland
52611,"cloudy, low of 30F, high of 50F",friday,cleveland
52618,"drizzle, low of 70F, high of 80F",friday,menlo park
52620,"snow, low of 20F, high of 30F",sunday,menlo park
52621,"windy, low of 60F, high of 80F",monday,san francisco
52625,"humid, low of 80F, high of 90F",friday,san francisco
52626,"rain, low of 40F, high of 60F",saturday,san francisco
52627,"rain, low of 20F, high of 30F",sunday,san francisco
52632,"warm, low of 50F, high of 70F",friday,manhattan
52635,"windy, low of 80F, high of 90F",monday,san jose
52641,"frost, low of 30F, high of 40F",sunday,san jose
52642,"dry, low of 30F, high of 50F",monday,seattle
52646,"humid, low of 70F, high of 90F",friday,seattle
52647,"humid, low of 50F, high of 70F",saturday,seattle
52651,"clear skies, low of 60F, high of 80F",wednesday,alhambra
52652,"rain, low of 60F, high of 80F",thursday,alhambra
52653,"cloudy, low of 70F, high of 80F",friday,alhambra
52654,"clear skies, low of 50F, high of 60F",saturday,alhambra
52657,"snow, low of 30F, high of 40F",tuesday,new york
52659,"hail, low of 70F, high of 90F",thursday,new york
52661,"windy, low of 50F, high of 60F",saturday,new york
52662,"foggy, low of 80F, high of 90F",sunday,new york
52663,"raining, low of 70F, high of 90F",monday,mountain view
52669,"raining, low of 80F, high of 100F",sunday,mountain view
52670,"dry, low of 70F, high of 90F",monday,redwood city
52671,"foggy, low of 30F, high of 40F",tuesday,redwood city
52672,"dry, low of 70F, high of 80F",wednesday,redwood city
52673,"stormy, low of 20F, high of 40F",thursday,redwood city
52674,"overcast, low of 80F, high of 100F",friday,redwood city
52675,"cloudy, low of 40F, high of 50F",saturday,redwood city
52676,"dry, low of 50F, high of 60F",sunday,redwood city
52679,"overcast, low of 80F, high of 100F",wednesday,carson
52680,"dry, low of 90F, high of 100F",thursday,carson
52681,"clear skies, low of 60F, high of 80F",friday,carson
52682,"cloudy, low of 80F, high of 100F",saturday,carson
52683,"overcast, low of 40F, high of 60F",sunday,carson
52686,"cloudy, low of 50F, high of 70F",wednesday,downtown chicago
52691,"foggy, low of 90F, high of 100F",monday,corona
52692,"clear skies, low of 30F, high of 40F",tuesday,corona
52693,"dry, low of 70F, high of 80F",wednesday,corona
52694,"stormy, low of 90F, high of 100F",thursday,corona
52695,"drizzle, low of 20F, high of 40F",friday,corona
52697,"snow, low of 80F, high of 100F",sunday,corona
52698,"windy, low of 70F, high of 80F",monday,san jose
52705,"raining, low of 20F, high of 30F",monday,seattle
52717,"clear skies, low of 30F, high of 50F",saturday,grand rapids
52718,"snow, low of 30F, high of 50F",sunday,grand rapids
52719,"raining, low of 80F, high of 100F",monday,new york
52727,"clear skies, low of 60F, high of 80F",tuesday,redwood city
52728,"windy, low of 80F, high of 90F",wednesday,redwood city
52733,"windy, low of 30F, high of 50F",monday,cleveland
52736,"dry, low of 60F, high of 80F",thursday,cleveland
52737,"foggy, low of 60F, high of 70F",friday,cleveland
52738,"hot, low of 70F, high of 80F",saturday,cleveland
52739,"cloudy, low of 70F, high of 90F",sunday,cleveland
52740,"clear skies, low of 70F, high of 80F",monday,los angeles
52741,"windy, low of 20F, high of 30F",tuesday,los angeles
52742,"rain, low of 80F, high of 100F",wednesday,los angeles
52743,"frost, low of 20F, high of 40F",thursday,los angeles
52744,"windy, low of 30F, high of 50F",friday,los angeles
52745,"hot, low of 60F, high of 80F",saturday,los angeles
52819,"foggy, low of 80F, high of 90F",monday,oakland
